dataset,classifier,mean_accuracy,std_deviation,mean_train_time,mean_test_time
heart_scale,t14,0.70370370370370372,0.038844772154450036,0.0024337999999999973,0.0023449999999999973
heart_scale,t15,0.73703703703703716,0.041242698983926067,0.0022359999999999824,0.0023330000000000074
heart_scale,t16,0.73333333333333339,0.027715980642769936,0.0023635999999999991,0.0023461999999999984
heart_scale,t17,0.74074074074074081,0.043822813208145288,0.0020710000000000229,0.0023382000000000012
heart_scale,t10,0.67037037037037039,0.031860463952009734,0.0022107999999999794,0.0023308000000000105
heart_scale,t11,0.67777777777777781,0.032288140322523515,0.0023511999999999535,0.0023215999999999905
heart_scale,t12,0.70370370370370361,0.065210432820959299,0.0024681999999999872,0.0023369999999999667
heart_scale,t13,0.74444444444444446,0.059027323890774933,0.0022525999999999822,0.0023333999999999521
heart_scale,t18,0.7222222222222221,0.040572041296678969,0.0020117999999999859,0.0023347999999999702
heart_scale,t19,0.74444444444444446,0.080635337248434233,0.002375599999999989,0.0023123999999999922
heart_scale,t8,0.67037037037037039,0.056655772373253158,0.0024604000000000292,0.002347800000000011
heart_scale,t9,0.74444444444444446,0.042873470010334154,0.0027568000000000037,0.002325599999999972
heart_scale,t6,0.64814814814814814,0.081144082593357938,0.0021047999999999735,0.00231920000000001
heart_scale,t7,0.70740740740740748,0.071626220762273041,0.0026630000000000377,0.0023196000000000215
heart_scale,t4,0.66666666666666674,0.05493480360811602,0.0022770000000000177,0.0023333999999999968
heart_scale,t5,0.70370370370370372,0.023424278964210215,0.0024240000000000038,0.0023233999999999976
heart_scale,t2,0.72592592592592586,0.061307205026840207,0.002174200000000015,0.0023244000000000042
heart_scale,t3,0.71851851851851856,0.021596118129056634,0.0020702000000000441,0.0023439999999999906
heart_scale,t0,0.73333333333333339,0.025119740678241735,0.0018791999999999919,0.002332600000000018
heart_scale,t1,0.77777777777777779,0.067281118979944265,0.002233200000000002,0.0023544000000000008
heart_scale,t29,0.72592592592592597,0.03186046395200972,0.0019476000000000048,0.0023434000000000176
heart_scale,t28,0.7222222222222221,0.054934803608116006,0.0024310000000000278,0.0023341999999999972
heart_scale,t21,0.66666666666666674,0.03098740839015094,0.0021652000000000225,0.0023228000000000025
heart_scale,t20,0.72962962962962963,0.047718884173055989,0.0024951999999999865,0.0023425999999999946
heart_scale,t23,0.64074074074074061,0.05443310539518173,0.0021371999999999503,0.0023237999999999649
heart_scale,t22,0.68888888888888888,0.063505289627712042,0.0021160000000000068,0.002317600000000075
heart_scale,t25,0.71851851851851856,0.042873470010334175,0.0023343999999999366,0.0023317999999999729
heart_scale,t24,0.71851851851851856,0.069684769341580646,0.0020938000000000124,0.0023695999999999717
heart_scale,t27,0.68888888888888877,0.037770514915502103,0.0021277999999999688,0.0023167999999999635
heart_scale,t26,0.76666666666666683,0.025119740678241721,0.0027819999999999733,0.0023244000000000931
heart_scale,extraforest2_simple_ensemble,0.78148148148148155,0.051586623248830087,0.02277079999999998,0.024519000000000048
heart_scale,extraforest2_weighted_ensemble,0.79629629629629639,0.046848557928420437,0.022304199999999996,0.03732980000000001
