dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,knn,ratiorange,231,0.01597,567,0.47586,393216,0.93474,2,66,0.9090909090909091,0.7575757575757576
annealing,knn,ratiorange,231,0.01597,567,0.47586,393216,0.93474,U,24,0.8421052631578947,0.6666666666666666
annealing,knn,ratiorange,231,0.01597,567,0.47586,393216,0.93474,4,0,,
annealing,knn,ratiorange,231,0.01597,567,0.47586,393216,0.93474,5,41,1.0,1.0
annealing,knn,ratiorange,239,0.01851,559,0.42497,405504,0.93381,1,5,,0.0
annealing,knn,ratiorange,239,0.01851,559,0.42497,405504,0.93381,3,425,0.9311111111111111,0.9858823529411764
annealing,knn,ratiorange,239,0.01851,559,0.42497,405504,0.93381,2,66,0.9230769230769231,0.7272727272727273
annealing,knn,ratiorange,239,0.01851,559,0.42497,405504,0.93381,U,24,0.8888888888888888,0.6666666666666666
annealing,knn,ratiorange,239,0.01851,559,0.42497,405504,0.93381,4,0,,
annealing,knn,ratiorange,239,0.01851,559,0.42497,405504,0.93381,5,39,1.0,1.0
annealing,knn,ratiorange,247,0.0174,551,0.4168,421888,0.94011,1,5,,0.0
annealing,knn,ratiorange,247,0.0174,551,0.4168,421888,0.94011,3,418,0.9384965831435079,0.9856459330143541
annealing,knn,ratiorange,247,0.0174,551,0.4168,421888,0.94011,2,65,0.9444444444444444,0.7846153846153846
annealing,knn,ratiorange,247,0.0174,551,0.4168,421888,0.94011,U,24,0.8421052631578947,0.6666666666666666
annealing,knn,ratiorange,247,0.0174,551,0.4168,421888,0.94011,4,0,,
annealing,knn,ratiorange,247,0.0174,551,0.4168,421888,0.94011,5,39,1.0,1.0
annealing,knn,ratiorange,255,0.0182,543,0.41336,434176,0.94475,1,5,,0.0
annealing,knn,ratiorange,255,0.0182,543,0.41336,434176,0.94475,3,410,0.9357798165137615,0.9951219512195122
annealing,knn,ratiorange,255,0.0182,543,0.41336,434176,0.94475,2,65,0.9615384615384616,0.7692307692307693
annealing,knn,ratiorange,255,0.0182,543,0.41336,434176,0.94475,U,24,1.0,0.6666666666666666
annealing,knn,ratiorange,255,0.0182,543,0.41336,434176,0.94475,4,0,,
annealing,knn,ratiorange,255,0.0182,543,0.41336,434176,0.94475,5,39,1.0,1.0
annealing,knn,ratiorange,263,0.01821,535,0.39959,446464,0.93832,1,5,,0.0
annealing,knn,ratiorange,263,0.01821,535,0.39959,446464,0.93832,3,406,0.9327146171693735,0.9901477832512315
annealing,knn,ratiorange,263,0.01821,535,0.39959,446464,0.93832,2,63,0.9215686274509803,0.746031746031746
annealing,knn,ratiorange,263,0.01821,535,0.39959,446464,0.93832,U,24,1.0,0.6666666666666666
annealing,knn,ratiorange,263,0.01821,535,0.39959,446464,0.93832,4,0,,
annealing,knn,ratiorange,263,0.01821,535,0.39959,446464,0.93832,5,37,1.0,1.0
annealing,knn,ratiorange,271,0.01828,527,0.40379,462848,0.94687,1,5,,0.0
annealing,knn,ratiorange,271,0.01828,527,0.40379,462848,0.94687,3,400,0.9428571428571428,0.99
annealing,knn,ratiorange,271,0.01828,527,0.40379,462848,0.94687,2,63,0.9454545454545454,0.8253968253968254
annealing,knn,ratiorange,271,0.01828,527,0.40379,462848,0.94687,U,23,0.9375,0.6521739130434783
annealing,knn,ratiorange,271,0.01828,527,0.40379,462848,0.94687,4,0,,
annealing,knn,ratiorange,271,0.01828,527,0.40379,462848,0.94687,5,36,1.0,1.0
annealing,knn,ratiorange,279,0.01884,519,0.429,475136,0.93834,1,4,1.0,0.25
annealing,knn,ratiorange,279,0.01884,519,0.429,475136,0.93834,3,396,0.9396135265700483,0.9823232323232324
annealing,knn,ratiorange,279,0.01884,519,0.429,475136,0.93834,2,62,0.9230769230769231,0.7741935483870968
annealing,knn,ratiorange,279,0.01884,519,0.429,475136,0.93834,U,22,0.8235294117647058,0.6363636363636364
annealing,knn,ratiorange,279,0.01884,519,0.429,475136,0.93834,4,0,,
annealing,knn,ratiorange,279,0.01884,519,0.429,475136,0.93834,5,35,1.0,1.0
annealing,knn,ratiorange,287,0.01992,511,0.39239,487424,0.94716,1,4,0.5,0.25
annealing,knn,ratiorange,287,0.01992,511,0.39239,487424,0.94716,3,390,0.946078431372549,0.9897435897435898
annealing,knn,ratiorange,287,0.01992,511,0.39239,487424,0.94716,2,60,0.9411764705882353,0.8
annealing,knn,ratiorange,287,0.01992,511,0.39239,487424,0.94716,U,22,0.9333333333333333,0.6363636363636364
annealing,knn,ratiorange,287,0.01992,511,0.39239,487424,0.94716,4,0,,
annealing,knn,ratiorange,287,0.01992,511,0.39239,487424,0.94716,5,35,1.0,1.0
annealing,knn,ratiorange,295,0.02004,503,0.3804,499712,0.9503,1,3,1.0,1.0
annealing,knn,ratiorange,295,0.02004,503,0.3804,499712,0.9503,3,384,0.9521410579345088,0.984375
annealing,knn,ratiorange,295,0.02004,503,0.3804,499712,0.9503,2,59,0.9230769230769231,0.8135593220338984
annealing,knn,ratiorange,295,0.02004,503,0.3804,499712,0.9503,U,22,0.875,0.6363636363636364
annealing,knn,ratiorange,295,0.02004,503,0.3804,499712,0.9503,4,0,,
