dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,bayes,ratiorange,175,0.00609,623,0.19353,24576,0.92135,5,43,1.0,1.0
annealing,bayes,ratiorange,183,0.0063,615,0.19238,24576,0.91545,1,6,0.2857142857142857,0.3333333333333333
annealing,bayes,ratiorange,183,0.0063,615,0.19238,24576,0.91545,3,472,0.9884526558891455,0.9067796610169492
annealing,bayes,ratiorange,183,0.0063,615,0.19238,24576,0.91545,2,70,0.868421052631579,0.9428571428571428
annealing,bayes,ratiorange,183,0.0063,615,0.19238,24576,0.91545,U,25,0.43859649122807015,1.0
annealing,bayes,ratiorange,183,0.0063,615,0.19238,24576,0.91545,4,0,,
annealing,bayes,ratiorange,183,0.0063,615,0.19238,24576,0.91545,5,42,1.0,1.0
annealing,bayes,ratiorange,191,0.00653,607,0.18712,24576,0.91928,1,5,0.5,0.8
annealing,bayes,ratiorange,191,0.00653,607,0.18712,24576,0.91928,3,466,0.9882903981264637,0.9055793991416309
annealing,bayes,ratiorange,191,0.00653,607,0.18712,24576,0.91928,2,70,0.9166666666666666,0.9428571428571428
annealing,bayes,ratiorange,191,0.00653,607,0.18712,24576,0.91928,U,24,0.41379310344827586,1.0
annealing,bayes,ratiorange,191,0.00653,607,0.18712,24576,0.91928,4,0,,
annealing,bayes,ratiorange,191,0.00653,607,0.18712,24576,0.91928,5,42,1.0,1.0
annealing,bayes,ratiorange,199,0.00675,599,0.18671,24576,0.91152,1,5,0.4444444444444444,0.8
annealing,bayes,ratiorange,199,0.00675,599,0.18671,24576,0.91152,3,459,0.9879807692307693,0.8954248366013072
annealing,bayes,ratiorange,199,0.00675,599,0.18671,24576,0.91152,2,70,0.9166666666666666,0.9428571428571428
annealing,bayes,ratiorange,199,0.00675,599,0.18671,24576,0.91152,U,24,0.39344262295081966,1.0
annealing,bayes,ratiorange,199,0.00675,599,0.18671,24576,0.91152,4,0,,
annealing,bayes,ratiorange,199,0.00675,599,0.18671,24576,0.91152,5,41,1.0,1.0
annealing,bayes,ratiorange,207,0.00707,591,0.18324,24576,0.90694,1,5,0.5,1.0
annealing,bayes,ratiorange,207,0.00707,591,0.18324,24576,0.90694,3,451,0.9900990099009901,0.8869179600886918
annealing,bayes,ratiorange,207,0.00707,591,0.18324,24576,0.90694,2,70,0.9166666666666666,0.9428571428571428
annealing,bayes,ratiorange,207,0.00707,591,0.18324,24576,0.90694,U,24,0.375,1.0
annealing,bayes,ratiorange,207,0.00707,591,0.18324,24576,0.90694,4,0,,
annealing,bayes,ratiorange,207,0.00707,591,0.18324,24576,0.90694,5,41,1.0,1.0
annealing,bayes,ratiorange,215,0.00721,583,0.1826,24576,0.90738,1,5,0.5,0.8
annealing,bayes,ratiorange,215,0.00721,583,0.1826,24576,0.90738,3,443,0.9874686716791979,0.8893905191873589
annealing,bayes,ratiorange,215,0.00721,583,0.1826,24576,0.90738,2,70,0.9295774647887324,0.9428571428571428
annealing,bayes,ratiorange,215,0.00721,583,0.1826,24576,0.90738,U,24,0.375,1.0
annealing,bayes,ratiorange,215,0.00721,583,0.1826,24576,0.90738,4,0,,
annealing,bayes,ratiorange,215,0.00721,583,0.1826,24576,0.90738,5,41,1.0,1.0
annealing,bayes,ratiorange,223,0.00753,575,0.17935,24576,0.91478,1,5,0.6666666666666666,0.8
annealing,bayes,ratiorange,223,0.00753,575,0.17935,24576,0.91478,3,437,0.9874371859296482,0.8993135011441648
annealing,bayes,ratiorange,223,0.00753,575,0.17935,24576,0.91478,2,68,0.9142857142857143,0.9411764705882353
annealing,bayes,ratiorange,223,0.00753,575,0.17935,24576,0.91478,U,24,0.4,1.0
annealing,bayes,ratiorange,223,0.00753,575,0.17935,24576,0.91478,4,0,,
annealing,bayes,ratiorange,223,0.00753,575,0.17935,24576,0.91478,5,41,1.0,1.0
annealing,bayes,ratiorange,231,0.00764,567,0.17602,24576,0.91358,1,5,0.6666666666666666,0.8
annealing,bayes,ratiorange,231,0.00764,567,0.17602,24576,0.91358,3,431,0.9872448979591837,0.8979118329466357
